procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0   1343      0    372    0    0   320     0    0 1986 91  0  9  0  0  0 2025-12-22 10:52:30
 1  0      0   1341      0    372    0    0   456     4    0 1974 92  1  7  0  0  0 2025-12-22 10:52:31
 1  0      0   1341      0    372    0    0     0     0    0 1427 91  0  9  0  0  0 2025-12-22 10:52:32
 1  0      0   1341      0    372    0    0     0     0    0 1663 91  0  9  0  0  0 2025-12-22 10:52:33
 1  0      0   1344      0    372    0    0     0     0    0 1670 90  1  9  0  0  0 2025-12-22 10:52:34
 1  0      0    695      0    574    0    0 207148     0    0 2306 65 18  7 10  0  0 2025-12-22 10:52:35
 1  0      0    494      0    324    0    0   864     0    0 1833 70 26  4  0  0  0 2025-12-22 10:52:36
 1  0      0    494      0    325    0    0   964     0    0 2070 90  0 10  0  0  0 2025-12-22 10:52:37
 1  0      0    491      0    328    0    0  2664     0    0 1499 91  0  9  0  0  0 2025-12-22 10:52:38
 1  0      0    490      0    328    0    0   628     0    0   96 91  0  9  0  0  0 2025-12-22 10:52:39
 1  0      0    490      0    329    0    0   496     0    0  134 90  1  9  0  0  0 2025-12-22 10:52:40
 1  0      0    488      0    331    0    0  2272     4    0  144 91  0  8  1  0  0 2025-12-22 10:52:41
 1  0      0   1425      0    332    0    0  1292     0    0 1983 89  2  8  1  0  0 2025-12-22 10:52:42
 1  0      0   1425      0    333    0    0   772     0    0 1963 91  0  9  0  0  0 2025-12-22 10:52:43
 1  0      0   1425      0    337    0    0  4124     0    0 1766 90  1  9  0  0  0 2025-12-22 10:52:44
 1  0      0   1425      0    337    0    0   348     0    0 1942 91  0  9  0  0  0 2025-12-22 10:52:45
 1  0      0   1425      0    337    0    0     0     0    0 1921 90  1  9  0  0  0 2025-12-22 10:52:46
 1  0      0   1425      0    338    0    0   856     0    0 2039 91  0  9  0  0  0 2025-12-22 10:52:47
 1  0      0   1425      0    338    0    0     0     0    0 1920 91  0  9  0  0  0 2025-12-22 10:52:48
 1  0      0   1425      0    338    0    0     0     0    0 1645 91  0  9  0  0  0 2025-12-22 10:52:49
 1  0      0   1425      0    338    0    0     0     0    0 1388 90  1  9  0  0  0 2025-12-22 10:52:50
 1  0      0   1424      0    344    0    0  5756     0    0 2527 91  2  7  0  0  0 2025-12-22 10:52:51
 1  0      0   1424      0    346    0    0  1744     0    0 2040 91  0  9  0  0  0 2025-12-22 10:52:52
 1  0      0   1424      0    346    0    0     0     0    0  352 91  0  9  0  0  0 2025-12-22 10:52:53
 1  0      0   1424      0    346    0    0     0     0    0   88 91  0  9  0  0  0 2025-12-22 10:52:54
 1  0      0   1424      0    346    0    0     0     0    0  110 91  0  9  0  0  0 2025-12-22 10:52:55
 1  0      0   1424      0    346    0    0     0     0    0  613 91  0  9  0  0  0 2025-12-22 10:52:56
 1  0      0   1424      0    346    0    0     0    28    0 1734 91  0  9  0  0  0 2025-12-22 10:52:57
 1  0      0   1424      0    346    0    0    56     0    0 1946 91  0  9  0  0  0 2025-12-22 10:52:58
 1  0      0   1424      0    346    0    0   352     0    0  603 90  1  9  0  0  0 2025-12-22 10:52:59
 1  0      0   1424      0    346    0    0     0     0    0   65 91  0  9  0  0  0 2025-12-22 10:53:00
 1  0      0   1424      0    346    0    0     0     0    0   78 91  0  9  0  0  0 2025-12-22 10:53:01
 1  0      0   1424      0    346    0    0     0     4    0   83 91  0  9  0  0  0 2025-12-22 10:53:02
 1  0      0   1424      0    346    0    0     0     0    0   77 91  0  9  0  0  0 2025-12-22 10:53:03
 1  0      0   1424      0    346    0    0     0     0    0   82 91  0  9  0  0  0 2025-12-22 10:53:04
 1  0      0   1420      0    347    0    0  1176     0    0  138 91  0  9  0  0  0 2025-12-22 10:53:05
 1  0      0   1420      0    347    0    0     0     0    0  867 91  0  9  0  0  0 2025-12-22 10:53:06
 1  0      0   1420      0    347    0    0     0     0    0 1197 90  1  9  0  0  0 2025-12-22 10:53:07
 1  0      0   1420      0    347    0    0     0     0    0 1405 91  0  9  0  0  0 2025-12-22 10:53:08
 1  0      0   1420      0    347    0    0     0     0    0 1132 91  0  9  0  0  0 2025-12-22 10:53:09
 1  0      0   1420      0    347    0    0     0     0    0 1080 91  0  9  0  0  0 2025-12-22 10:53:10
 1  0      0   1414      0    348    0    0   760     0    0 2566 91  2  7  0  0  0 2025-12-22 10:53:11
 1  0      0   1414      0    349    0    0   756     8    0 1550 91  0  9  0  0  0 2025-12-22 10:53:12
 1  0      0   1414      0    349    0    0     4     0    0 1155 91  0  9  0  0  0 2025-12-22 10:53:13
 1  0      0   1414      0    349    0    0     0     0    0 1658 91  0  9  0  0  0 2025-12-22 10:53:14
 1  0      0   1419      0    349    0    0     0     0    0 1665 91  0  9  0  0  0 2025-12-22 10:53:15
 1  0      0   1419      0    349    0    0     0     0    0 1396 90  1  9  0  0  0 2025-12-22 10:53:16
 0  1      0   1333      0    385    0    0 36984     8    0 1253 88  1  8  3  0  0 2025-12-22 10:53:17
 1  0      0     95      0    455    0    0 194092     0    0 1029 56 30  6  8  0  0 2025-12-22 10:53:18
 1  0      0    480      0    377    0    0   128     0    0  162 89  3  8  0  0  0 2025-12-22 10:53:19
 1  0      0    480      0    377    0    0     0     0    0   80 91  0  9  0  0  0 2025-12-22 10:53:20
 1  0      0    478      0    386    0    0  9072     0    0  603 89  1  7  3  0  0 2025-12-22 10:53:21
 1  0      0    478      0    386    0    0     0     0    0 1657 90  0 10  0  0  0 2025-12-22 10:53:22
 1  0      0    478      0    386    0    0     0     0    0 1382 91  0  9  0  0  0 2025-12-22 10:53:23
 1  0      0    472      0    386    0    0     0     0    0 1134 90  1  9  0  0  0 2025-12-22 10:53:24
 1  0      0   1325      0    386    0    0     0     0    0 1719 90  2  8  0  0  0 2025-12-22 10:53:25
 1  0      0   1325      0    386    0    0     0     0    0 1439 91  0  9  0  0  0 2025-12-22 10:53:26
 1  0      0   1325      0    386    0    0     4    24    0 1456 90  0 10  0  0  0 2025-12-22 10:53:27
 1  0      0   1325      0    386    0    0     0     0    0 1935 91  0  9  0  0  0 2025-12-22 10:53:28
 1  0      0   1325      0    388    0    0  2112     0    0 1758 90  1  9  0  0  0 2025-12-22 10:53:29
 1  0      0   1325      0    388    0    0     0     0    0 1118 91  0  9  0  0  0 2025-12-22 10:53:30
 1  0      0   1324      0    390    0    0  1880     0    0 2200 91  1  7  1  0  0 2025-12-22 10:53:31
 1  0      0   1324      0    390    0    0     0     8    0  127 91  0  9  0  0  0 2025-12-22 10:53:32
 1  0      0   1324      0    390    0    0     0     0    0   86 91  0  9  0  0  0 2025-12-22 10:53:33
 1  0      0   1324      0    390    0    0     0     0    0   82 91  0  9  0  0  0 2025-12-22 10:53:34
 1  0      0   1324      0    390    0    0     0     0    0  638 90  1  9  0  0  0 2025-12-22 10:53:35
 1  0      0   1324      0    390    0    0     0     0    0 1127 91  0  9  0  0  0 2025-12-22 10:53:36
 1  0      0   1324      0    390    0    0     0     0    0 1213 91  0  9  0  0  0 2025-12-22 10:53:37
 1  0      0   1324      0    390    0    0     0     0    0 1651 91  0  9  0  0  0 2025-12-22 10:53:38
 1  0      0   1324      0    390    0    0     0     0    0 1645 91  0  9  0  0  0 2025-12-22 10:53:39
 1  0      0   1324      0    390    0    0     0     0    0 1658 91  0  9  0  0  0 2025-12-22 10:53:40
 1  0      0   1324      0    390    0    0     0     0    0 1131 90  1  9  0  0  0 2025-12-22 10:53:41
 1  0      0   1324      0    390    0    0     0     0    0 1418 91  0  9  0  0  0 2025-12-22 10:53:42
 1  0      0   1324      0    390    0    0     0     0    0 1656 91  0  9  0  0  0 2025-12-22 10:53:43
 1  0      0   1324      0    390    0    0     0     0    0 1654 91  0  9  0  0  0 2025-12-22 10:53:44
 1  0      0   1324      0    390    0    0     0     0    0 1409 91  0  9  0  0  0 2025-12-22 10:53:45
 1  0      0   1324      0    390    0    0     0     0    0   79 91  0  9  0  0  0 2025-12-22 10:53:46
 1  0      0   1324      0    390    0    0     0     0    0   87 91  0  9  0  0  0 2025-12-22 10:53:47
 1  0      0   1324      0    390    0    0     0     0    0   67 91  0  9  0  0  0 2025-12-22 10:53:48
 1  0      0   1324      0    390    0    0     0     0    0   66 91  0  9  0  0  0 2025-12-22 10:53:49
 1  0      0   1324      0    390    0    0     0     0    0   72 91  0  9  0  0  0 2025-12-22 10:53:50
 1  0      0   1324      0    390    0    0    96     0    0 1636 93  1  6  0  0  0 2025-12-22 10:53:51
 1  0      0   1324      0    390    0    0   124     0    0  937 90  0 10  0  0  0 2025-12-22 10:53:52
 1  0      0   1324      0    390    0    0     0     4    0  593 91  0  9  0  0  0 2025-12-22 10:53:53
 1  0      0   1324      0    390    0    0     0     0    0  589 91  0  9  0  0  0 2025-12-22 10:53:54
 1  0      0   1324      0    390    0    0     0     0    0  605 91  0  9  0  0  0 2025-12-22 10:53:55
 1  0      0   1324      0    390    0    0     0     0    0  609 90  1  9  0  0  0 2025-12-22 10:53:56
 1  0      0   1324      0    390    0    0    76     0    0  703 91  0  9  0  0  0 2025-12-22 10:53:57
 1  0      0    688      0    580    0    0 194876    24    0 1739 68 16  6  9  0  0 2025-12-22 10:53:58
 1  0      0    488      0    331    0    0  3640     0    0 1610 72 24  4  0  0  0 2025-12-22 10:53:59
 1  0      0    488      0    331    0    0    28     0    0 1132 91  0  9  0  0  0 2025-12-22 10:54:00
 1  0      0    488      0    331    0    0   472     0    0 1414 90  1  9  0  0  0 2025-12-22 10:54:01
 1  0      0    485      0    336    0    0  4372     0    0 1267 90  1  9  0  0  0 2025-12-22 10:54:02
 1  0      0    483      0    337    0    0  1356     8    0  647 90  0  9  1  0  0 2025-12-22 10:54:03
 1  0      0   1418      0    338    0    0   892     0    0  133 89  2  8  1  0  0 2025-12-22 10:54:04
 1  0      0   1418      0    339    0    0  1344     0    0  205 90  1  9  0  0  0 2025-12-22 10:54:05
 1  0      0   1418      0    339    0    0     0     0    0  373 91  0  9  0  0  0 2025-12-22 10:54:06
 1  0      0   1418      0    340    0    0  1080     0    0 2631 91  0  9  0  0  0 2025-12-22 10:54:07
 1  0      0   1418      0    340    0    0     0     0    0 1937 91  0  9  0  0  0 2025-12-22 10:54:08
 1  0      0   1418      0    346    0    0  5748     0    0 2867 90  1  9  0  0  0 2025-12-22 10:54:09
 1  0      0   1418      0    346    0    0   128     0    0 2500 91  0  9  0  0  0 2025-12-22 10:54:10
 1  0      0   1413      0    351    0    0  5524     0    0 3453 89  3  7  0  0  0 2025-12-22 10:54:11
 1  0      0   1413      0    353    0    0  1884     0    0 2530 90  1  9  0  0  0 2025-12-22 10:54:12
 1  0      0   1413      0    354    0    0   724     0    0 2505 91  0  9  0  0  0 2025-12-22 10:54:13
 1  0      0   1413      0    354    0    0     0     0    0 2455 91  0  9  0  0  0 2025-12-22 10:54:14
 1  0      0   1413      0    354    0    0     0     0    0  891 90  0 10  0  0  0 2025-12-22 10:54:15
 1  0      0   1413      0    354    0    0     0     0    0  113 90  1  9  0  0  0 2025-12-22 10:54:16
 1  0      0   1413      0    354    0    0    32     0    0  198 92  0  8  0  0  0 2025-12-22 10:54:17
 1  0      0   1413      0    354    0    0     0     0    0  358 90  0 10  0  0  0 2025-12-22 10:54:18
 1  0      0   1413      0    354    0    0     0     0    0 1920 91  0  9  0  0  0 2025-12-22 10:54:19
 1  0      0   1413      0    354    0    0     0     0    0 1925 91  0  9  0  0  0 2025-12-22 10:54:20
 1  0      0   1413      0    354    0    0     0     0    0 2187 91  0  9  0  0  0 2025-12-22 10:54:21
 1  0      0   1413      0    354    0    0     0     0    0 2193 91  0  9  0  0  0 2025-12-22 10:54:22
 1  0      0   1413      0    354    0    0   120     0    0 2211 90  1  9  0  0  0 2025-12-22 10:54:23
 1  0      0   1413      0    354    0    0     0     0    0 2456 91  0  9  0  0  0 2025-12-22 10:54:24
 1  0      0   1413      0    354    0    0     0     0    0  876 91  0  9  0  0  0 2025-12-22 10:54:25
 1  0      0   1413      0    354    0    0     0     0    0  359 91  0  9  0  0  0 2025-12-22 10:54:26
 1  0      0   1413      0    354    0    0     0     0    0  130 91  0  9  0  0  0 2025-12-22 10:54:27
 1  0      0   1413      0    354    0    0   240     0    0  115 90  1  9  0  0  0 2025-12-22 10:54:28
 1  0      0   1407      0    359    0    0  4928    12    0  653 90  1  9  0  0  0 2025-12-22 10:54:29
 1  0      0   1407      0    359    0    0     0     0    0  869 91  0  9  0  0  0 2025-12-22 10:54:30
 1  0      0   1402      0    359    0    0     0     0    0 1848 92  1  7  0  0  0 2025-12-22 10:54:31
 1  0      0   1402      0    359    0    0     0     0    0  956 91  0  9  0  0  0 2025-12-22 10:54:32
 1  0      0   1402      0    359    0    0     0     0    0 1414 90  1  9  0  0  0 2025-12-22 10:54:33
 1  0      0   1402      0    359    0    0     4    12    0 1396 91  0  9  0  0  0 2025-12-22 10:54:34
 1  0      0   1402      0    359    0    0     0     0    0 1407 91  0  9  0  0  0 2025-12-22 10:54:35
 1  0      0   1402      0    359    0    0     0     0    0 1410 91  0  9  0  0  0 2025-12-22 10:54:36
 1  0      0   1401      0    359    0    0     0     0    0 1472 90  1  9  0  0  0 2025-12-22 10:54:37
 1  0      0   1401      0    359    0    0     0     0    0 1654 91  0  9  0  0  0 2025-12-22 10:54:38
 1  0      0   1401      0    359    0    0     0     8    0  910 91  0  9  0  0  0 2025-12-22 10:54:39
 1  0      0   1401      0    359    0    0     0     0    0   87 91  0  9  0  0  0 2025-12-22 10:54:40
 1  0      0   1166      0    479    0    0 122448     0    0  277 81  6  9  4  0  0 2025-12-22 10:54:41
 1  0      0     99      0    483    0    0 105388     0    0  289 59 30  7  4  0  0 2025-12-22 10:54:42
 1  0      0    489      0    365    0    0     0     0    0  417 88  5  7  0  0  0 2025-12-22 10:54:43
 1  0      0    489      0    365    0    0     0     0    0 1668 91  0  9  0  0  0 2025-12-22 10:54:44
 1  0      0    489      0    365    0    0     0     0    0  873 91  0  9  0  0  0 2025-12-22 10:54:45
 1  0      0    486      0    365    0    0     0     0    0 1393 91  0  9  0  0  0 2025-12-22 10:54:46
 1  0      0   1339      0    365    0    0     4     0    0 1463 89  2  9  0  0  0 2025-12-22 10:54:47
 1  0      0   1339      0    365    0    0     0     0    0  871 91  0  9  0  0  0 2025-12-22 10:54:48
 1  0      0   1339      0    365    0    0     0     0    0 1401 91  0  9  0  0  0 2025-12-22 10:54:49
 1  0      0   1339      0    365    0    0     0     0    0 1398 90  1  9  0  0  0 2025-12-22 10:54:50
 1  0      0   1339      0    370    0    0  4736     0    0 1265 92  2  6  0  0  0 2025-12-22 10:54:51
 1  0      0   1339      0    370    0    0     0     0    0  119 90  0 10  0  0  0 2025-12-22 10:54:52
 1  0      0   1339      0    370    0    0     0     0    0   94 91  0  9  0  0  0 2025-12-22 10:54:53
 1  0      0   1339      0    370    0    0     0     0    0   90 91  0  9  0  0  0 2025-12-22 10:54:54
 1  0      0   1339      0    370    0    0    20     0    0  374 90  0 10  0  0  0 2025-12-22 10:54:55
 1  0      0   1339      0    370    0    0     0     0    0  884 89  1  9  0  0  0 2025-12-22 10:54:56
 1  0      0   1339      0    370    0    0     0     0    0 1496 90  0 10  0  0  0 2025-12-22 10:54:57
 1  0      0   1339      0    370    0    0     0     0    0  854 90  0 10  0  0  0 2025-12-22 10:54:58
 1  0      0   1339      0    371    0    0   800    32    0  948 88  1 10  1  0  0 2025-12-22 10:54:59
 1  0      0   1339      0    371    0    0     0     0    0  859 91  0  9  0  0  0 2025-12-22 10:55:00
 1  0      0   1339      0    371    0    0     0     0    0 1403 90  0 10  0  0  0 2025-12-22 10:55:01
 1  0      0   1339      0    371    0    0     0     0    0  899 91  0  9  0  0  0 2025-12-22 10:55:02
 1  0      0   1339      0    371    0    0     0     0    0  618 90  0 10  0  0  0 2025-12-22 10:55:03
 1  0      0   1339      0    371    0    0     0     8    0  605 90  0 10  0  0  0 2025-12-22 10:55:04
 1  0      0   1339      0    371    0    0     0     0    0  677 90  0 10  0  0  0 2025-12-22 10:55:05
 1  0      0   1339      0    371    0    0     0     0    0   64 90  1  9  0  0  0 2025-12-22 10:55:06
 1  0      0   1339      0    371    0    0     0     0    0  115 92  0  8  0  0  0 2025-12-22 10:55:07
 1  0      0   1338      0    371    0    0     0     0    0   69 91  0  9  0  0  0 2025-12-22 10:55:08
 1  0      0   1338      0    371    0    0     0     0    0   83 91  0  9  0  0  0 2025-12-22 10:55:09
 1  0      0   1338      0    371    0    0     0     0    0  384 90  0 10  0  0  0 2025-12-22 10:55:10
 1  0      0   1336      0    372    0    0  1548     0    0 2674 91  2  7  0  0  0 2025-12-22 10:55:11
 1  0      0   1336      0    373    0    0   448     0    0 1336 90  1  9  0  0  0 2025-12-22 10:55:12
 1  0      0   1336      0    373    0    0     0     0    0 1400 91  0  9  0  0  0 2025-12-22 10:55:13
 1  0      0   1336      0    373    0    0     0     0    0 1140 91  0  9  0  0  0 2025-12-22 10:55:14
 1  0      0   1336      0    373    0    0     0     8    0 1405 91  0  9  0  0  0 2025-12-22 10:55:15
 1  0      0   1336      0    373    0    0     0     0    0 1024 90  1  9  0  0  0 2025-12-22 10:55:16
 1  0      0   1336      0    373    0    0     0     0    0 1418 91  0  9  0  0  0 2025-12-22 10:55:17
 1  0      0   1334      0    373    0    0     0     0    0 1149 91  0  9  0  0  0 2025-12-22 10:55:18
 1  0      0   1334      0    373    0    0     0     0    0 1385 91  0  9  0  0  0 2025-12-22 10:55:19
 1  0      0   1334      0    373    0    0     0     4    0   95 90  1  9  0  0  0 2025-12-22 10:55:20
 1  0      0   1334      0    373    0    0     0     0    0   98 91  0  9  0  0  0 2025-12-22 10:55:21
 1  0      0   1334      0    373    0    0     0     0    0   96 91  0  9  0  0  0 2025-12-22 10:55:22
 1  0      0   1334      0    373    0    0     0     0    0  347 91  0  9  0  0  0 2025-12-22 10:55:23
 1  0      0   1334      0    373    0    0     0     0    0  604 92  0  8  0  0  0 2025-12-22 10:55:24
 1  0      0   1334      0    373    0    0     0     0    0 1402 91  0  9  0  0  0 2025-12-22 10:55:25
 1  0      0   1334      0    373    0    0     0     0    0 1146 90  1  9  0  0  0 2025-12-22 10:55:26
 1  0      0   1334      0    373    0    0     0     0    0 1435 91  0  9  0  0  0 2025-12-22 10:55:27
 1  0      0   1700      0    373    0    0   768     0    0 1390 89  3  7  1  0  0 2025-12-22 10:55:28
