procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0   1429     14   1878    0    0     0     0    0 2489 91  0  9  0  0  0 2025-12-22 10:48:28
 1  0      0   1429     14   1879    0    0    96     0    0 3291 91  0  9  0  0  0 2025-12-22 10:48:29
 1  1      0   1425     14   1879    0    0     0 91820    0 3368 90  2  7  1  0  0 2025-12-22 10:48:30
 1  0      0   1425     14   1879    0    0     0  9756    0 3475 90  2  8  0  0  0 2025-12-22 10:48:31
 1  0      0   1425     14   1879    0    0     0     0    0 2746 91  0  9  0  0  0 2025-12-22 10:48:32
 1  0      0   1425     14   1879    0    0     0     0    0 2720 90  1  9  0  0  0 2025-12-22 10:48:33
 1  0      0   1425     14   1879    0    0     0     0    0 1928 91  0  9  0  0  0 2025-12-22 10:48:34
 1  0      0   1425     14   1879    0    0     0     0    0 1743 91  0  9  0  0  0 2025-12-22 10:48:35
 1  0      0   1420     14   1879    0    0     0 108316    0 1896 90  4  5  1  0  0 2025-12-22 10:48:36
 1  0      0   1420     14   1879    0    0     0     0    0 1991 90  1  9  0  0  0 2025-12-22 10:48:37
 1  0      0   1420     14   1879    0    0     0     0    0 2453 91  0  9  0  0  0 2025-12-22 10:48:38
 1  0      0   1420     14   1879    0    0     0     0    0  863 91  0  9  0  0  0 2025-12-22 10:48:39
 1  0      0   1420     14   1879    0    0     0     0    0   93 91  0  9  0  0  0 2025-12-22 10:48:40
 1  0      0   1420     14   1879    0    0     0     0    0  147 91  0  9  0  0  0 2025-12-22 10:48:41
 1  0      0   1420     14   1879    0    0     0 41028    0  212 91  2  7  0  0  0 2025-12-22 10:48:42
 1  0      0   1420     14   1879    0    0   128     0    0  892 91  0  9  0  0  0 2025-12-22 10:48:43
 1  0      0   1420     14   1879    0    0     0     0    0 1677 91  0  9  0  0  0 2025-12-22 10:48:44
 1  0      0    628     14   1879    0    0     0     0    0 1928 72 19  9  0  0  0 2025-12-22 10:48:45
 1  0      0    666     14   1879    0    0     0     0    0 1684 78 12  9  0  0  0 2025-12-22 10:48:46
 1  0      0    409     14   1879    0    0     0     0    0 2099 78 15  7  0  0  0 2025-12-22 10:48:47
 1  0      0    118     14   1814    0    0     0     0    0  709 76 16  8  0  0  0 2025-12-22 10:48:48
 1  0      0    116     14   1734    0    0     0     0    0  638 88  4  8  0  0  0 2025-12-22 10:48:49
 1  0      0    508     14   1715    0    0     0     0    0  633 91  1  8  0  0  0 2025-12-22 10:48:50
 1  0      0    564     14   1715    0    0     0     0    0 1403 90  0 10  0  0  0 2025-12-22 10:48:51
 1  0      0    564     14   1715    0    0     0     0    0  857 91  0  9  0  0  0 2025-12-22 10:48:52
 1  0      0    564     14   1715    0    0     0     0    0 1392 91  0  9  0  0  0 2025-12-22 10:48:53
 1  0      0    564     14   1715    0    0     0     0    0 1121 91  0  9  0  0  0 2025-12-22 10:48:54
 1  0      0    564     14   1715    0    0     0     0    0  599 91  0  9  0  0  0 2025-12-22 10:48:55
 1  0      0    564     14   1715    0    0     0     0    0   94 91  0  9  0  0  0 2025-12-22 10:48:56
 1  0      0    564     14   1715    0    0     0     0    0  117 90  1  9  0  0  0 2025-12-22 10:48:57
 1  0      0    564     14   1715    0    0     0     0    0  359 91  0  9  0  0  0 2025-12-22 10:48:58
 1  0      0    564     14   1715    0    0     0     0    0  104 91  0  9  0  0  0 2025-12-22 10:48:59
 1  0      0    564     14   1715    0    0     0     0    0  365 91  0  9  0  0  0 2025-12-22 10:49:00
 1  0      0    564     14   1715    0    0     0     0    0 1946 91  0  9  0  0  0 2025-12-22 10:49:01
 1  0      0    564     14   1715    0    0     0  1936    0  859 91  0  9  0  0  0 2025-12-22 10:49:02
 1  0      0    564     14   1715    0    0     0     0    0  613 91  0  9  0  0  0 2025-12-22 10:49:03
 1  0      0    564     14   1715    0    0     0     0    0  597 91  0  9  0  0  0 2025-12-22 10:49:04
 1  0      0    564     14   1715    0    0     0     0    0  607 91  0  9  0  0  0 2025-12-22 10:49:05
 1  0      0    564     14   1715    0    0     0     0    0  639 91  0  9  0  0  0 2025-12-22 10:49:06
 1  0      0    564     14   1715    0    0     0     0    0  108 91  0  9  0  0  0 2025-12-22 10:49:07
 1  0      0    549     14   1715    0    0   116     0    0  713 92  1  7  0  0  0 2025-12-22 10:49:08
 1  0      0    549     14   1715    0    0     0     0    0  287 90  1  9  0  0  0 2025-12-22 10:49:09
 1  0      0    549     14   1715    0    0     0     0    0   64 91  0  9  0  0  0 2025-12-22 10:49:10
 1  0      0    545     14   1715    0    0     0     0    0   92 91  0  9  0  0  0 2025-12-22 10:49:11
 1  0      0    545     14   1715    0    0     0     8    0  350 91  0  9  0  0  0 2025-12-22 10:49:12
 1  0      0    517     14   1715    0    0     0     0    0  347 91  0  9  0  0  0 2025-12-22 10:49:13
 1  0      0    517     14   1715    0    0     0     0    0   76 91  0  9  0  0  0 2025-12-22 10:49:14
 1  0      0    517     14   1715    0    0     0     0    0  590 90  1  9  0  0  0 2025-12-22 10:49:15
 1  0      0    517     14   1715    0    0     0     0    0  610 91  0  9  0  0  0 2025-12-22 10:49:16
 1  0      0    517     14   1715    0    0     0     8    0  599 91  0  9  0  0  0 2025-12-22 10:49:17
 1  0      0    517     14   1715    0    0     0     0    0  600 91  0  9  0  0  0 2025-12-22 10:49:18
 1  0      0    517     14   1715    0    0     0     0    0  595 91  0  9  0  0  0 2025-12-22 10:49:19
 1  0      0    517     14   1715    0    0     0     0    0 1387 91  0  9  0  0  0 2025-12-22 10:49:20
 1  0      0    512     14   1715    0    0     0     0    0 1700 91  0  9  0  0  0 2025-12-22 10:49:21
 1  0      0    512     14   1715    0    0     0     0    0 1123 91  0  9  0  0  0 2025-12-22 10:49:22
 1  0      0    512     14   1715    0    0     0     0    0 1388 91  0  9  0  0  0 2025-12-22 10:49:23
 2  0      0    496     14   1265    0    0     0     0    0 1228 49 44  7  0  0  0 2025-12-22 10:49:24
 1  0      0    495     14   1265    0    0     0     0    0 1384 91  0  9  0  0  0 2025-12-22 10:49:25
 1  0      0    550     14   1266    0    0   648     0    0 1738 90  2  8  0  0  0 2025-12-22 10:49:26
 1  0      0    550     14   1266    0    0     0     0    0 1585 91  0  9  0  0  0 2025-12-22 10:49:27
 1  0      0    995     14   1266    0    0     0     0    0 1435 90  1  9  0  0  0 2025-12-22 10:49:28
 1  0      0    995     14   1266    0    0     4     0    0 2218 91  0  9  0  0  0 2025-12-22 10:49:29
 1  0      0    995     14   1266    0    0     0     0    0 1126 91  0  9  0  0  0 2025-12-22 10:49:30
 1  0      0    995     14   1266    0    0     0     0    0 1520 91  0  9  0  0  0 2025-12-22 10:49:31
 1  0      0    995     14   1266    0    0     0     0    0  865 91  0  9  0  0  0 2025-12-22 10:49:32
 1  0      0    995     14   1266    0    0     0    24    0   87 91  0  9  0  0  0 2025-12-22 10:49:33
 1  0      0    995     14   1266    0    0     0     0    0   74 91  0  9  0  0  0 2025-12-22 10:49:34
 1  0      0    995     14   1266    0    0     0     0    0  105 91  0  9  0  0  0 2025-12-22 10:49:35
 1  0      0    995     14   1266    0    0     0     0    0  359 91  0  9  0  0  0 2025-12-22 10:49:36
 1  0      0    995     14   1266    0    0     0     0    0 1388 90  1  9  0  0  0 2025-12-22 10:49:37
 1  0      0    995     14   1266    0    0     0     0    0 1119 91  0  9  0  0  0 2025-12-22 10:49:38
 1  0      0    995     14   1266    0    0     0     0    0 1390 91  0  9  0  0  0 2025-12-22 10:49:39
 1  0      0    995     14   1266    0    0     0     0    0  850 91  0  9  0  0  0 2025-12-22 10:49:40
 1  0      0    995     14   1266    0    0     0     0    0 1447 91  0  9  0  0  0 2025-12-22 10:49:41
 1  0      0    995     14   1266    0    0     0     0    0  865 91  0  9  0  0  0 2025-12-22 10:49:42
 1  0      0    995     14   1266    0    0     0     0    0 1663 91  0  9  0  0  0 2025-12-22 10:49:43
 1  0      0    995     14   1266    0    0     0     0    0  853 91  0  9  0  0  0 2025-12-22 10:49:44
 1  0      0    995     14   1266    0    0     0     0    0  730 91  0  9  0  0  0 2025-12-22 10:49:45
 1  0      0    986     14   1266    0    0     0     0    0 1142 88  3  9  0  0  0 2025-12-22 10:49:46
 1  0      0    986     14   1266    0    0    92     0    0  662 90  1  9  0  0  0 2025-12-22 10:49:47
 1  0      0    986     14   1266    0    0     0     8    0  613 91  0  9  0  0  0 2025-12-22 10:49:48
 1  0      0    986     14   1266    0    0     0     0    0  607 91  0  9  0  0  0 2025-12-22 10:49:49
 1  0      0    986     14   1266    0    0     0     0    0  594 91  0  9  0  0  0 2025-12-22 10:49:50
 1  0      0    986     14   1266    0    0     0     0    0 1398 90  0 10  0  0  0 2025-12-22 10:49:51
 1  0      0    987     14   1266    0    0     0     0    0  859 92  0  8  0  0  0 2025-12-22 10:49:52
 1  0      0    987     14   1266    0    0     0     4    0  586 91  0  9  0  0  0 2025-12-22 10:49:53
 1  0      0    987     14   1266    0    0     0     0    0  586 91  0  9  0  0  0 2025-12-22 10:49:54
 1  0      0    987     14   1266    0    0     0     0    0   79 91  0  9  0  0  0 2025-12-22 10:49:55
 1  0      0    987     14   1266    0    0     0     0    0  115 89  1 10  0  0  0 2025-12-22 10:49:56
 1  0      0    987     14   1266    0    0     0     0    0  123 91  0  9  0  0  0 2025-12-22 10:49:57
 1  0      0    987     14   1266    0    0     0     0    0  643 91  0  9  0  0  0 2025-12-22 10:49:58
 1  0      0    987     14   1266    0    0    64     0    0 1981 91  0  9  0  0  0 2025-12-22 10:49:59
 1  0      0    987     14   1266    0    0     0     0    0 1440 91  0  9  0  0  0 2025-12-22 10:50:00
 1  0      0    987     14   1266    0    0     0     0    0 1683 91  0  9  0  0  0 2025-12-22 10:50:01
 1  0      0    839     14   1266    0    0     0     0    0  870 73 18  9  0  0  0 2025-12-22 10:50:02
 1  0      0    500     14   1266    0    0     0     4    0 1675 67 26  7  0  0  0 2025-12-22 10:50:03
 1  0      0    500     14   1266    0    0     0     0    0 1404 91  0  9  0  0  0 2025-12-22 10:50:04
 1  0      0    500     14   1266    0    0     0     0    0 1662 90  1  9  0  0  0 2025-12-22 10:50:05
 1  0      0    559     14   1266    0    0     0     0    0 1882 92  1  7  0  0  0 2025-12-22 10:50:06
 1  0      0    940     14   1266    0    0     0     0    0 2196 90  1  9  0  0  0 2025-12-22 10:50:07
 1  0      0    940     14   1266    0    0     0     0    0 1934 91  0  9  0  0  0 2025-12-22 10:50:08
 1  0      0    940     14   1266    0    0     0    16    0 1662 90  1  9  0  0  0 2025-12-22 10:50:09
 1  0      0    940     14   1266    0    0     0     0    0 1929 91  0  9  0  0  0 2025-12-22 10:50:10
 1  0      0    940     14   1266    0    0     0     0    0 1958 91  0  9  0  0  0 2025-12-22 10:50:11
 1  0      0    948     14   1266    0    0     0     0    0 2466 91  0  9  0  0  0 2025-12-22 10:50:12
 1  0      0    948     14   1266    0    0     0     0    0 2198 91  0  9  0  0  0 2025-12-22 10:50:13
 1  0      0    948     14   1266    0    0     0     0    0  101 91  0  9  0  0  0 2025-12-22 10:50:14
 1  0      0    948     14   1266    0    0     0     0    0   93 91  0  9  0  0  0 2025-12-22 10:50:15
 1  0      0    948     14   1266    0    0     0     0    0  115 91  0  9  0  0  0 2025-12-22 10:50:16
 1  0      0    948     14   1266    0    0     0     0    0 1135 90  1  9  0  0  0 2025-12-22 10:50:17
 1  0      0    948     14   1266    0    0     0     0    0 1913 91  0  9  0  0  0 2025-12-22 10:50:18
 1  0      0    948     14   1266    0    0     0     8    0 1923 91  0  9  0  0  0 2025-12-22 10:50:19
 1  0      0    948     14   1266    0    0     0     0    0 1682 91  0  9  0  0  0 2025-12-22 10:50:20
 1  0      0    948     14   1266    0    0     0     0    0 1936 91  0  9  0  0  0 2025-12-22 10:50:21
 1  0      0    948     14   1266    0    0     0     0    0 2190 91  0  9  0  0  0 2025-12-22 10:50:22
 1  0      0    948     14   1266    0    0     0     0    0 2186 90  1  9  0  0  0 2025-12-22 10:50:23
 1  0      0    948     14   1266    0    0     0     0    0 2011 91  0  9  0  0  0 2025-12-22 10:50:24
 1  0      0    948     14   1266    0    0     0     0    0 2200 91  0  9  0  0  0 2025-12-22 10:50:25
 1  0      0    948     14   1266    0    0     0     0    0 2468 90  2  8  0  0  0 2025-12-22 10:50:26
 1  0      0    948     14   1266    0    0     0     0    0  399 92  0  8  0  0  0 2025-12-22 10:50:27
 1  0      0    948     14   1266    0    0     0     0    0   94 90  0 10  0  0  0 2025-12-22 10:50:28
 1  0      0    948     14   1266    0    0     0     0    0  116 91  0  9  0  0  0 2025-12-22 10:50:29
 1  0      0    948     14   1267    0    0     0     0    0  217 91  0  9  0  0  0 2025-12-22 10:50:30
 1  0      0    948     14   1267    0    0     0     0    0  629 91  0  9  0  0  0 2025-12-22 10:50:31
 1  0      0    948     14   1267    0    0     0     0    0  864 91  0  9  0  0  0 2025-12-22 10:50:32
 1  0      0    948     14   1267    0    0     0     0    0  600 90  1  9  0  0  0 2025-12-22 10:50:33
 1  0      0    948     14   1267    0    0     0     4    0  604 91  0  9  0  0  0 2025-12-22 10:50:34
 1  0      0    948     14   1267    0    0     0     0    0  596 91  0  9  0  0  0 2025-12-22 10:50:35
 1  0      0    948     14   1267    0    0     0     0    0 1483 91  0  9  0  0  0 2025-12-22 10:50:36
 1  0      0    948     14   1267    0    0     0     0    0  865 91  0  9  0  0  0 2025-12-22 10:50:37
 1  0      0    948     14   1267    0    0     0     0    0  421 91  0  9  0  0  0 2025-12-22 10:50:38
 1  0      0    948     14   1267    0    0     0     0    0  591 91  0  9  0  0  0 2025-12-22 10:50:39
 1  0      0    948     14   1267    0    0     0     0    0  594 91  0  9  0  0  0 2025-12-22 10:50:40
 1  0      0    948     14   1267    0    0     0     0    0 1162 91  0  9  0  0  0 2025-12-22 10:50:41
 1  0      0    948     14   1267    0    0     0     0    0  860 90  1  9  0  0  0 2025-12-22 10:50:42
 1  0      0    688     14   1267    0    0     0     0    0  596 87  4  9  0  0  0 2025-12-22 10:50:43
 1  0      0    505     14   1245    0    0     0    16    0  627 79 14  7  0  0  0 2025-12-22 10:50:44
 1  0      0    505     14   1245    0    0     0     0    0  595 91  0  9  0  0  0 2025-12-22 10:50:45
 1  0      0    505     14   1245    0    0     0     0    0  608 91  0  9  0  0  0 2025-12-22 10:50:46
 1  0      0    564     14   1245    0    0     0     0    0 1404 90  1  9  0  0  0 2025-12-22 10:50:47
 1  0      0    946     14   1245    0    0     0     0    0  869 87  4  9  0  0  0 2025-12-22 10:50:48
 1  0      0    946     14   1245    0    0     0     0    0  601 91  0  9  0  0  0 2025-12-22 10:50:49
 1  0      0    946     14   1245    0    0     0     0    0  589 91  0  9  0  0  0 2025-12-22 10:50:50
 1  0      0    946     14   1245    0    0     0     0    0  894 91  0  9  0  0  0 2025-12-22 10:50:51
 1  0      0    946     14   1245    0    0     0     0    0   75 91  0  9  0  0  0 2025-12-22 10:50:52
 1  0      0    946     14   1245    0    0     0     0    0   68 90  0 10  0  0  0 2025-12-22 10:50:53
 1  0      0    946     14   1245    0    0     0     0    0   61 91  0  9  0  0  0 2025-12-22 10:50:54
 1  0      0    946     14   1245    0    0     0     8    0   83 91  0  9  0  0  0 2025-12-22 10:50:55
 1  0      0    946     14   1245    0    0     0     0    0  615 91  0  9  0  0  0 2025-12-22 10:50:56
 1  0      0    946     14   1245    0    0    84     0    0 1794 90  2  8  0  0  0 2025-12-22 10:50:57
 1  0      0    946     14   1245    0    0     0     0    0  623 92  0  8  0  0  0 2025-12-22 10:50:58
 1  0      0    946     14   1245    0    0     0     0    0 1676 91  0  9  0  0  0 2025-12-22 10:50:59
 1  0      0    946     14   1245    0    0     0     0    0  607 91  0  9  0  0  0 2025-12-22 10:51:00
 1  0      0    946     14   1245    0    0     0     0    0 1422 91  0  9  0  0  0 2025-12-22 10:51:01
 1  0      0    946     14   1245    0    0     0     0    0  849 91  0  9  0  0  0 2025-12-22 10:51:02
 1  0      0    950     14   1245    0    0     0     0    0 1407 90  1  9  0  0  0 2025-12-22 10:51:03
 1  0      0    950     14   1245    0    0     0     0    0  854 91  0  9  0  0  0 2025-12-22 10:51:04
 1  0      0    950     14   1245    0    0     0     4    0 1396 91  0  9  0  0  0 2025-12-22 10:51:05
 1  0      0    950     14   1245    0    0     0     0    0 1400 91  0  9  0  0  0 2025-12-22 10:51:06
 1  0      0    961     14   1245    0    0     0     0    0 2062 92  1  7  0  0  0 2025-12-22 10:51:07
 1  0      0    961     14   1245    0    0     0     0    0 1921 90  1  9  0  0  0 2025-12-22 10:51:08
 1  0      0    961     14   1245    0    0     0     0    0 1914 91  0  9  0  0  0 2025-12-22 10:51:09
 1  0      0    961     14   1245    0    0     0     0    0 1649 91  0  9  0  0  0 2025-12-22 10:51:10
 1  0      0    961     14   1245    0    0     0     0    0 1921 91  0  9  0  0  0 2025-12-22 10:51:11
 1  0      0    956     14   1245    0    0     0     0    0 1927 90  1  9  0  0  0 2025-12-22 10:51:12
 1  0      0    956     14   1245    0    0     0     0    0 1918 91  0  9  0  0  0 2025-12-22 10:51:13
 1  0      0    956     14   1245    0    0     0     0    0 1926 91  0  9  0  0  0 2025-12-22 10:51:14
 1  0      0    956     14   1245    0    0     0    32    0 1656 90  0 10  0  0  0 2025-12-22 10:51:15
 1  0      0    956     14   1245    0    0     0     0    0 1668 91  0  9  0  0  0 2025-12-22 10:51:16
 1  0      0    956     14   1245    0    0     0     0    0  876 91  0  9  0  0  0 2025-12-22 10:51:17
 1  0      0    956     14   1245    0    0     0     0    0   69 90  0 10  0  0  0 2025-12-22 10:51:18
 1  0      0    956     14   1245    0    0     0     0    0   62 91  0  9  0  0  0 2025-12-22 10:51:19
 1  0      0    956     14   1245    0    0     0     0    0   67 91  0  9  0  0  0 2025-12-22 10:51:20
 1  0      0    956     14   1245    0    0     0     0    0   79 91  0  9  0  0  0 2025-12-22 10:51:21
 1  0      0    808     14   1245    0    0     0     0    0   69 87  4  9  0  0  0 2025-12-22 10:51:22
 1  0      0    515     14   1206    0    0     0     0    0  357 75 18  7  0  0  0 2025-12-22 10:51:23
 1  0      0    515     14   1206    0    0     0     0    0  590 91  0  9  0  0  0 2025-12-22 10:51:24
 1  0      0    515     14   1206    0    0     0     0    0  598 91  0  9  0  0  0 2025-12-22 10:51:25
 1  0      0    515     14   1206    0    0     0     0    0  617 91  0  9  0  0  0 2025-12-22 10:51:26
 1  0      0    963     14   1206    0    0     4     0    0  816 90  1  9  0  0  0 2025-12-22 10:51:27
 1  0      0    958     14   1206    0    0   164     0    0 1035 91  2  7  0  0  0 2025-12-22 10:51:28
 1  0      0    958     14   1206    0    0     0     0    0 1154 91  0  9  0  0  0 2025-12-22 10:51:29
 1  0      0    958     14   1206    0    0     0     8    0 1417 91  0  9  0  0  0 2025-12-22 10:51:30
 1  0      0    958     14   1206    0    0     0     0    0 1403 91  0  9  0  0  0 2025-12-22 10:51:31
 1  0      0    958     14   1207    0    0     0     0    0 1188 90  0 10  0  0  0 2025-12-22 10:51:32
 1  0      0    958     14   1207    0    0     0     0    0 1120 91  0  9  0  0  0 2025-12-22 10:51:33
 1  0      0    958     14   1207    0    0     0     0    0 1656 92  0  8  0  0  0 2025-12-22 10:51:34
 1  0      0    958     14   1207    0    0     0     0    0 1116 91  0  9  0  0  0 2025-12-22 10:51:35
 1  0      0    958     14   1207    0    0     0     0    0 1149 90  1  9  0  0  0 2025-12-22 10:51:36
 1  0      0    958     14   1207    0    0     0     0    0 1748 91  0  9  0  0  0 2025-12-22 10:51:37
 1  0      0    958     14   1207    0    0     0     0    0 1652 90  0 10  0  0  0 2025-12-22 10:51:38
 1  0      0    958     14   1207    0    0     0     0    0 1154 91  0  9  0  0  0 2025-12-22 10:51:39
 1  0      0    958     14   1207    0    0     0     0    0  339 91  0  9  0  0  0 2025-12-22 10:51:40
 1  0      0    958     14   1207    0    0     0     0    0   83 91  0  9  0  0  0 2025-12-22 10:51:41
 1  0      0    958     14   1207    0    0     0     0    0  118 91  0  9  0  0  0 2025-12-22 10:51:42
 1  0      0    958     14   1207    0    0     0     0    0   75 91  0  9  0  0  0 2025-12-22 10:51:43
 1  0      0    958     14   1207    0    0     0     0    0 1666 90  1  9  0  0  0 2025-12-22 10:51:44
 1  0      0    958     14   1207    0    0     0     0    0 1651 91  0  9  0  0  0 2025-12-22 10:51:45
 1  0      0    958     14   1207    0    0     0    20    0 1665 91  0  9  0  0  0 2025-12-22 10:51:46
 1  0      0    958     14   1207    0    0     0     0    0 1684 91  0  9  0  0  0 2025-12-22 10:51:47
 1  0      0    958     14   1207    0    0     0     0    0 2152 90  3  7  0  0  0 2025-12-22 10:51:48
 1  0      0    958     14   1207    0    0     0     0    0 1386 91  0  9  0  0  0 2025-12-22 10:51:49
 1  0      0    958     14   1207    0    0     0     0    0 1116 91  0  9  0  0  0 2025-12-22 10:51:50
 1  0      0    958     14   1207    0    0     0     0    0 1136 91  0  9  0  0  0 2025-12-22 10:51:51
 1  0      0    958     14   1207    0    0     0     0    0 1736 91  0  9  0  0  0 2025-12-22 10:51:52
 1  0      0    958     14   1207    0    0     0     0    0 1661 90  1  9  0  0  0 2025-12-22 10:51:53
 1  0      0    958     14   1207    0    0     0     0    0 1653 91  0  9  0  0  0 2025-12-22 10:51:54
 1  0      0    958     14   1207    0    0     0     0    0 1657 91  0  9  0  0  0 2025-12-22 10:51:55
 1  0      0    958     14   1207    0    0     0     4    0 1155 91  0  9  0  0  0 2025-12-22 10:51:56
 1  0      0    958     14   1207    0    0     0     0    0  703 91  0  9  0  0  0 2025-12-22 10:51:57
 1  0      0    958     14   1207    0    0     0     0    0  105 91  0  9  0  0  0 2025-12-22 10:51:58
 1  0      0    958     14   1207    0    0     0     0    0  130 91  0  9  0  0  0 2025-12-22 10:51:59
 1  0      0    958     14   1207    0    0     0     0    0  628 91  0  9  0  0  0 2025-12-22 10:52:00
 1  0      0    564     14   1207    0    0     0    16    0 1953 78 13  9  0  0  0 2025-12-22 10:52:01
 1  0      0    564     14   1207    0    0     0     0    0 1683 91  0  9  0  0  0 2025-12-22 10:52:02
 1  0      0    564     14   1207    0    0     0     0    0 1139 91  0  9  0  0  0 2025-12-22 10:52:03
 1  0      0    564     14   1207    0    0     0     0    0 1126 91  0  9  0  0  0 2025-12-22 10:52:04
 1  0      0    564     14   1207    0    0     0     0    0 1670 91  0  9  0  0  0 2025-12-22 10:52:05
 1  0      0    564     14   1207    0    0     0     0    0 1670 90  1  9  0  0  0 2025-12-22 10:52:06
 1  0      0    999     14   1207    0    0     0     0    0 1698 91  0  9  0  0  0 2025-12-22 10:52:07
 1  0      0    996     14   1207    0    0     0     0    0 1624 91  2  7  0  0  0 2025-12-22 10:52:08
 1  0      0    996     14   1207    0    0     0     0    0 1123 91  0  9  0  0  0 2025-12-22 10:52:09
 1  0      0    996     14   1207    0    0     0     0    0 1388 91  0  9  0  0  0 2025-12-22 10:52:10
 1  0      0    996     14   1207    0    0     0     0    0 1918 90  0 10  0  0  0 2025-12-22 10:52:11
 1  0      0    996     14   1207    0    0     0     0    0 1748 91  0  9  0  0  0 2025-12-22 10:52:12
 1  0      0    996     14   1207    0    0     0     0    0  883 91  0  9  0  0  0 2025-12-22 10:52:13
 1  0      0    996     14   1207    0    0     0     0    0  104 91  0  9  0  0  0 2025-12-22 10:52:14
 1  0      0    996     14   1207    0    0     0     0    0   94 92  0  8  0  0  0 2025-12-22 10:52:15
 1  0      0    996     14   1207    0    0     0     0    0   91 91  0  9  0  0  0 2025-12-22 10:52:16
 1  0      0    996     14   1207    0    0     0     0    0 1491 90  0 10  0  0  0 2025-12-22 10:52:17
 1  0      0    996     14   1207    0    0     0     0    0 1660 91  0  9  0  0  0 2025-12-22 10:52:18
 1  0      0    996     14   1207    0    0     0     0    0 1658 90  1  9  0  0  0 2025-12-22 10:52:19
 1  0      0    996     14   1207    0    0     0     0    0 1652 91  0  9  0  0  0 2025-12-22 10:52:20
 1  0      0    996     14   1207    0    0     0     0    0 1390 91  0  9  0  0  0 2025-12-22 10:52:21
 1  0      0    996     14   1207    0    0     0    20    0 1152 91  0  9  0  0  0 2025-12-22 10:52:22
 1  0      0    996     14   1207    0    0     0     0    0 1652 91  0  9  0  0  0 2025-12-22 10:52:23
 1  0      0    996     14   1207    0    0     0     0    0 1656 91  0  9  0  0  0 2025-12-22 10:52:24
 1  0      0    991     14   1207    0    0     0     0    0 1665 91  0  9  0  0  0 2025-12-22 10:52:25
 1  0      0    991     14   1207    0    0     0     0    0 1679 92  0  8  0  0  0 2025-12-22 10:52:26
 1  0      0    991     14   1207    0    0     0     0    0 1712 91  0  9  0  0  0 2025-12-22 10:52:27
 1  0      0    991     14   1207    0    0     0     0    0 1403 90  1  9  0  0  0 2025-12-22 10:52:28
 1  0      0    991     14   1207    0    0     0     0    0  669 91  1  8  0  0  0 2025-12-22 10:52:29
 1  0      0    979     14   1207    0    0     0     0    0  387 91  0  9  0  0  0 2025-12-22 10:52:30
 1  0      0    979     14   1207    0    0     0     0    0  138 91  0  9  0  0  0 2025-12-22 10:52:31
 1  0      0    979     14   1207    0    0     0    12    0 1244 91  0  9  0  0  0 2025-12-22 10:52:32
 1  0      0    979     14   1207    0    0     0     0    0 2198 90  1  9  0  0  0 2025-12-22 10:52:33
 1  0      0    979     14   1207    0    0     0     0    0 2203 91  0  9  0  0  0 2025-12-22 10:52:34
 1  0      0    977     14   1207    0    0     0     0    0 2197 91  0  9  0  0  0 2025-12-22 10:52:35
